"TIMESTAMP"	"STATUS"	"REGION"	"NUMBER"
"2020-10-19 10:45:00"	"detected"	"Алтайский край"	185
"2020-10-19 10:45:00"	"detected"	"Амурская область"	63
"2020-10-19 10:45:00"	"detected"	"Архангельская область"	228
"2020-10-19 10:45:00"	"detected"	"Астраханская область"	77
"2020-10-19 10:45:00"	"detected"	"Белгородская область"	95
"2020-10-19 10:45:00"	"detected"	"Брянская область"	123
"2020-10-19 10:45:00"	"detected"	"Владимирская область"	82
"2020-10-19 10:45:00"	"detected"	"Волгоградская область"	176
"2020-10-19 10:45:00"	"detected"	"Вологодская область"	83
"2020-10-19 10:45:00"	"detected"	"Воронежская область"	237
"2020-10-19 10:45:00"	"detected"	"Еврейская автономная область"	29
"2020-10-19 10:45:00"	"detected"	"Забайкальский край"	197
"2020-10-19 10:45:00"	"detected"	"Ивановская область"	97
"2020-10-19 10:45:00"	"detected"	"Иркутская область"	181
"2020-10-19 10:45:00"	"detected"	"Кабардино-Балкарская Республика"	84
"2020-10-19 10:45:00"	"detected"	"Калининградская область"	80
"2020-10-19 10:45:00"	"detected"	"Калужская область"	101
"2020-10-19 10:45:00"	"detected"	"Камчатский край"	50
"2020-10-19 10:45:00"	"detected"	"Карачаево-Черкесская Республика"	85
"2020-10-19 10:45:00"	"detected"	"Кемеровская область"	179
"2020-10-19 10:45:00"	"detected"	"Кировская область"	107
"2020-10-19 10:45:00"	"detected"	"Костромская область"	99
"2020-10-19 10:45:00"	"detected"	"Краснодарский край"	102
"2020-10-19 10:45:00"	"detected"	"Красноярский край"	218
"2020-10-19 10:45:00"	"detected"	"Курганская область"	75
"2020-10-19 10:45:00"	"detected"	"Курская область"	96
"2020-10-19 10:45:00"	"detected"	"Ленинградская область"	101
"2020-10-19 10:45:00"	"detected"	"Липецкая область"	71
"2020-10-19 10:45:00"	"detected"	"Магаданская область"	48
"2020-10-19 10:45:00"	"detected"	"Москва"	5376
"2020-10-19 10:45:00"	"detected"	"Московская область"	466
"2020-10-19 10:45:00"	"detected"	"Мурманская область"	171
