"TIMESTAMP"	"STATUS"	"REGION"	"NUMBER"
"2020-10-30 10:40:00"	"detected"	"Алтайский край"	219
"2020-10-30 10:40:00"	"detected"	"Амурская область"	132
"2020-10-30 10:40:00"	"detected"	"Архангельская область"	325
"2020-10-30 10:40:00"	"detected"	"Астраханская область"	122
"2020-10-30 10:40:00"	"detected"	"Белгородская область"	111
"2020-10-30 10:40:00"	"detected"	"Брянская область"	152
"2020-10-30 10:40:00"	"detected"	"Владимирская область"	101
"2020-10-30 10:40:00"	"detected"	"Волгоградская область"	199
"2020-10-30 10:40:00"	"detected"	"Вологодская область"	98
"2020-10-30 10:40:00"	"detected"	"Воронежская область"	296
"2020-10-30 10:40:00"	"detected"	"Еврейская автономная область"	42
"2020-10-30 10:40:00"	"detected"	"Забайкальский край"	232
"2020-10-30 10:40:00"	"detected"	"Ивановская область"	117
"2020-10-30 10:40:00"	"detected"	"Иркутская область"	232
"2020-10-30 10:40:00"	"detected"	"Кабардино-Балкарская Республика"	88
"2020-10-30 10:40:00"	"detected"	"Калининградская область"	106
"2020-10-30 10:40:00"	"detected"	"Калужская область"	101
"2020-10-30 10:40:00"	"detected"	"Камчатский край"	51
"2020-10-30 10:40:00"	"detected"	"Карачаево-Черкесская Республика"	86
"2020-10-30 10:40:00"	"detected"	"Кемеровская область"	180
"2020-10-30 10:40:00"	"detected"	"Кировская область"	153
"2020-10-30 10:40:00"	"detected"	"Костромская область"	115
"2020-10-30 10:40:00"	"detected"	"Краснодарский край"	139
"2020-10-30 10:40:00"	"detected"	"Красноярский край"	292
"2020-10-30 10:40:00"	"detected"	"Курганская область"	80
"2020-10-30 10:40:00"	"detected"	"Курская область"	122
"2020-10-30 10:40:00"	"detected"	"Ленинградская область"	134
"2020-10-30 10:40:00"	"detected"	"Липецкая область"	84
"2020-10-30 10:40:00"	"detected"	"Магаданская область"	48
"2020-10-30 10:40:00"	"detected"	"Москва"	5268
"2020-10-30 10:40:00"	"detected"	"Московская область"	524
"2020-10-30 10:40:00"	"detected"	"Мурманская область"	199
"2020-10-30 10:40:00"	"detected"	"Ненецкий автономный округ"	6
"2020-10-30 10:40:00"	"detected"	"Нижегородская область"	401
"2020-10-30 10:40:00"	"detected"	"Новгородская область"	87
"2020-10-30 10:40:00"	"detected"	"Новосибирская область"	185
"2020-10-30 10:40:00"	"detected"	"Омская область"	197
"2020-10-30 10:40:00"	"detected"	"Оренбургская область"	177
"2020-10-30 10:40:00"	"detected"	"Орловская область"	125
"2020-10-30 10:40:00"	"detected"	"Пензенская область"	170
"2020-10-30 10:40:00"	"detected"	"Пермский край"	165
"2020-10-30 10:40:00"	"detected"	"Приморский край"	192
"2020-10-30 10:40:00"	"detected"	"Псковская область"	110
"2020-10-30 10:40:00"	"detected"	"Республика Адыгея"	68
"2020-10-30 10:40:00"	"detected"	"Республика Алтай"	172
"2020-10-30 10:40:00"	"detected"	"Республика Башкортостан"	92
"2020-10-30 10:40:00"	"detected"	"Республика Бурятия"	215
"2020-10-30 10:40:00"	"detected"	"Республика Дагестан"	86
"2020-10-30 10:40:00"	"detected"	"Республика Ингушетия"	63
"2020-10-30 10:40:00"	"detected"	"Республика Калмыкия"	99
"2020-10-30 10:40:00"	"detected"	"Республика Карелия"	117
"2020-10-30 10:40:00"	"detected"	"Республика Коми"	231
"2020-10-30 10:40:00"	"detected"	"Республика Крым"	216
"2020-10-30 10:40:00"	"detected"	"Республика Марий Эл"	46
"2020-10-30 10:40:00"	"detected"	"Республика Мордовия"	66
"2020-10-30 10:40:00"	"detected"	"Республика Саха (Якутия)"	189
"2020-10-30 10:40:00"	"detected"	"Республика Северная Осетия — Алания"	61
"2020-10-30 10:40:00"	"detected"	"Республика Татарстан"	46
"2020-10-30 10:40:00"	"detected"	"Республика Тыва"	88
"2020-10-30 10:40:00"	"detected"	"Республика Хакасия"	142
"2020-10-30 10:40:00"	"detected"	"Республика Чувашия"	59
"2020-10-30 10:40:00"	"detected"	"Ростовская область"	310
"2020-10-30 10:40:00"	"detected"	"Рязанская область"	105
"2020-10-30 10:40:00"	"detected"	"Самарская область"	170
"2020-10-30 10:40:00"	"detected"	"Санкт-Петербург"	801
"2020-10-30 10:40:00"	"detected"	"Саратовская область"	195
"2020-10-30 10:40:00"	"detected"	"Сахалинская область"	91
"2020-10-30 10:40:00"	"detected"	"Свердловская область"	284
"2020-10-30 10:40:00"	"detected"	"Севастополь"	80
"2020-10-30 10:40:00"	"detected"	"Смоленская область"	114
"2020-10-30 10:40:00"	"detected"	"Ставропольский край"	195
"2020-10-30 10:40:00"	"detected"	"Тамбовская область"	92
"2020-10-30 10:40:00"	"detected"	"Тверская область"	146
"2020-10-30 10:40:00"	"detected"	"Томская область"	203
"2020-10-30 10:40:00"	"detected"	"Тульская область"	115
"2020-10-30 10:40:00"	"detected"	"Тюменская область"	144
"2020-10-30 10:40:00"	"detected"	"Удмуртская Республика"	123
"2020-10-30 10:40:00"	"detected"	"Ульяновская область"	206
"2020-10-30 10:40:00"	"detected"	"Хабаровский край"	224
"2020-10-30 10:40:00"	"detected"	"Ханты-Мансийский АО"	196
"2020-10-30 10:40:00"	"detected"	"Челябинская область "	151
"2020-10-30 10:40:00"	"detected"	"Чеченская Республика"	12
"2020-10-30 10:40:00"	"detected"	"Чукотский автономный округ"	0
"2020-10-30 10:40:00"	"detected"	"Ямало-Ненецкий автономный округ"	184
"2020-10-30 10:40:00"	"detected"	"Ярославская область"	123
"2020-10-30 10:40:00"	"recovered"	"Алтайский край"	107
"2020-10-30 10:40:00"	"recovered"	"Амурская область"	105
"2020-10-30 10:40:00"	"recovered"	"Архангельская область"	155
"2020-10-30 10:40:00"	"recovered"	"Астраханская область"	58
"2020-10-30 10:40:00"	"recovered"	"Белгородская область"	128
"2020-10-30 10:40:00"	"recovered"	"Брянская область"	56
"2020-10-30 10:40:00"	"recovered"	"Владимирская область"	78
"2020-10-30 10:40:00"	"recovered"	"Волгоградская область"	197
"2020-10-30 10:40:00"	"recovered"	"Вологодская область"	110
"2020-10-30 10:40:00"	"recovered"	"Воронежская область"	425
"2020-10-30 10:40:00"	"recovered"	"Еврейская автономная область"	0
"2020-10-30 10:40:00"	"recovered"	"Забайкальский край"	197
"2020-10-30 10:40:00"	"recovered"	"Ивановская область"	54
"2020-10-30 10:40:00"	"recovered"	"Иркутская область"	215
"2020-10-30 10:40:00"	"recovered"	"Кабардино-Балкарская Республика"	33
"2020-10-30 10:40:00"	"recovered"	"Калининградская область"	50
"2020-10-30 10:40:00"	"recovered"	"Калужская область"	53
"2020-10-30 10:40:00"	"recovered"	"Камчатский край"	33
"2020-10-30 10:40:00"	"recovered"	"Карачаево-Черкесская Республика"	62
"2020-10-30 10:40:00"	"recovered"	"Кемеровская область"	128
"2020-10-30 10:40:00"	"recovered"	"Кировская область"	93
"2020-10-30 10:40:00"	"recovered"	"Костромская область"	49
"2020-10-30 10:40:00"	"recovered"	"Краснодарский край"	51
"2020-10-30 10:40:00"	"recovered"	"Красноярский край"	272
"2020-10-30 10:40:00"	"recovered"	"Курганская область"	68
"2020-10-30 10:40:00"	"recovered"	"Курская область"	87
"2020-10-30 10:40:00"	"recovered"	"Ленинградская область"	76
"2020-10-30 10:40:00"	"recovered"	"Липецкая область"	46
"2020-10-30 10:40:00"	"recovered"	"Магаданская область"	31
"2020-10-30 10:40:00"	"recovered"	"Москва"	3985
"2020-10-30 10:40:00"	"recovered"	"Московская область"	405
"2020-10-30 10:40:00"	"recovered"	"Мурманская область"	182
"2020-10-30 10:40:00"	"recovered"	"Ненецкий автономный округ"	1
"2020-10-30 10:40:00"	"recovered"	"Нижегородская область"	534
"2020-10-30 10:40:00"	"recovered"	"Новгородская область"	47
"2020-10-30 10:40:00"	"recovered"	"Новосибирская область"	142
"2020-10-30 10:40:00"	"recovered"	"Омская область"	212
"2020-10-30 10:40:00"	"recovered"	"Оренбургская область"	177
"2020-10-30 10:40:00"	"recovered"	"Орловская область"	125
"2020-10-30 10:40:00"	"recovered"	"Пензенская область"	126
"2020-10-30 10:40:00"	"recovered"	"Пермский край"	96
"2020-10-30 10:40:00"	"recovered"	"Приморский край"	99
"2020-10-30 10:40:00"	"recovered"	"Псковская область"	49
"2020-10-30 10:40:00"	"recovered"	"Республика Адыгея"	49
"2020-10-30 10:40:00"	"recovered"	"Республика Алтай"	149
"2020-10-30 10:40:00"	"recovered"	"Республика Башкортостан"	114
"2020-10-30 10:40:00"	"recovered"	"Республика Бурятия"	184
"2020-10-30 10:40:00"	"recovered"	"Республика Дагестан"	93
"2020-10-30 10:40:00"	"recovered"	"Республика Ингушетия"	60
"2020-10-30 10:40:00"	"recovered"	"Республика Калмыкия"	77
"2020-10-30 10:40:00"	"recovered"	"Республика Карелия"	140
"2020-10-30 10:40:00"	"recovered"	"Республика Коми"	191
"2020-10-30 10:40:00"	"recovered"	"Республика Крым"	97
"2020-10-30 10:40:00"	"recovered"	"Республика Марий Эл"	60
"2020-10-30 10:40:00"	"recovered"	"Республика Мордовия"	64
"2020-10-30 10:40:00"	"recovered"	"Республика Саха (Якутия)"	90
"2020-10-30 10:40:00"	"recovered"	"Республика Северная Осетия — Алания"	64
"2020-10-30 10:40:00"	"recovered"	"Республика Татарстан"	95
"2020-10-30 10:40:00"	"recovered"	"Республика Тыва"	100
"2020-10-30 10:40:00"	"recovered"	"Республика Хакасия"	42
