"TIMESTAMP"	"STATUS"	"REGION"	"NUMBER"
"2020-10-26 10:40:00"	"detected"	"Алтайский край"	210
"2020-10-26 10:40:00"	"detected"	"Амурская область"	112
"2020-10-26 10:40:00"	"detected"	"Архангельская область"	298
"2020-10-26 10:40:00"	"detected"	"Астраханская область"	118
"2020-10-26 10:40:00"	"detected"	"Белгородская область"	99
"2020-10-26 10:40:00"	"detected"	"Брянская область"	140
"2020-10-26 10:40:00"	"detected"	"Владимирская область"	92
"2020-10-26 10:40:00"	"detected"	"Волгоградская область"	195
"2020-10-26 10:40:00"	"detected"	"Вологодская область"	93
"2020-10-26 10:40:00"	"detected"	"Воронежская область"	272
"2020-10-26 10:40:00"	"detected"	"Еврейская автономная область"	41
"2020-10-26 10:40:00"	"detected"	"Забайкальский край"	234
"2020-10-26 10:40:00"	"detected"	"Ивановская область"	110
"2020-10-26 10:40:00"	"detected"	"Иркутская область"	211
"2020-10-26 10:40:00"	"detected"	"Кабардино-Балкарская Республика"	88
"2020-10-26 10:40:00"	"detected"	"Калининградская область"	87
"2020-10-26 10:40:00"	"detected"	"Калужская область"	99
"2020-10-26 10:40:00"	"detected"	"Камчатский край"	51
"2020-10-26 10:40:00"	"detected"	"Карачаево-Черкесская Республика"	89
"2020-10-26 10:40:00"	"detected"	"Кемеровская область"	173
"2020-10-26 10:40:00"	"detected"	"Кировская область"	143
"2020-10-26 10:40:00"	"detected"	"Костромская область"	102
"2020-10-26 10:40:00"	"detected"	"Краснодарский край"	131
"2020-10-26 10:40:00"	"detected"	"Красноярский край"	274
"2020-10-26 10:40:00"	"detected"	"Курганская область"	79
"2020-10-26 10:40:00"	"detected"	"Курская область"	112
"2020-10-26 10:40:00"	"detected"	"Ленинградская область"	127
"2020-10-26 10:40:00"	"detected"	"Липецкая область"	82
"2020-10-26 10:40:00"	"detected"	"Магаданская область"	46
"2020-10-26 10:40:00"	"detected"	"Москва"	5224
"2020-10-26 10:40:00"	"detected"	"Московская область"	499
"2020-10-26 10:40:00"	"detected"	"Мурманская область"	187
"2020-10-26 10:40:00"	"detected"	"Ненецкий автономный округ"	4
"2020-10-26 10:40:00"	"detected"	"Нижегородская область"	376
"2020-10-26 10:40:00"	"detected"	"Новгородская область"	80
"2020-10-26 10:40:00"	"detected"	"Новосибирская область"	177
"2020-10-26 10:40:00"	"detected"	"Омская область"	190
"2020-10-26 10:40:00"	"detected"	"Оренбургская область"	174
"2020-10-26 10:40:00"	"detected"	"Орловская область"	121
"2020-10-26 10:40:00"	"detected"	"Пензенская область"	169
"2020-10-26 10:40:00"	"detected"	"Пермский край"	155
"2020-10-26 10:40:00"	"detected"	"Приморский край"	179
"2020-10-26 10:40:00"	"detected"	"Псковская область"	110
"2020-10-26 10:40:00"	"detected"	"Республика Адыгея"	75
"2020-10-26 10:40:00"	"detected"	"Республика Алтай"	147
"2020-10-26 10:40:00"	"detected"	"Республика Башкортостан"	83
"2020-10-26 10:40:00"	"detected"	"Республика Бурятия"	213
"2020-10-26 10:40:00"	"detected"	"Республика Дагестан"	82
"2020-10-26 10:40:00"	"detected"	"Республика Ингушетия"	60
"2020-10-26 10:40:00"	"detected"	"Республика Калмыкия"	96
"2020-10-26 10:40:00"	"detected"	"Республика Карелия"	100
"2020-10-26 10:40:00"	"detected"	"Республика Коми"	204
"2020-10-26 10:40:00"	"detected"	"Республика Крым"	138
"2020-10-26 10:40:00"	"detected"	"Республика Марий Эл"	52
"2020-10-26 10:40:00"	"detected"	"Республика Мордовия"	66
"2020-10-26 10:40:00"	"detected"	"Республика Саха (Якутия)"	176
"2020-10-26 10:40:00"	"detected"	"Республика Северная Осетия — Алания"	56
"2020-10-26 10:40:00"	"detected"	"Республика Татарстан"	45
"2020-10-26 10:40:00"	"detected"	"Республика Тыва"	72
"2020-10-26 10:40:00"	"detected"	"Республика Хакасия"	123
"2020-10-26 10:40:00"	"detected"	"Республика Чувашия"	56
"2020-10-26 10:40:00"	"detected"	"Ростовская область"	312
