"TIMESTAMP"	"STATUS"	"REGION"	"NUMBER"
"2020-10-21 10:30:00"	"detected"	"Алтайский край"	205
"2020-10-21 10:30:00"	"detected"	"Амурская область"	105
"2020-10-21 10:30:00"	"detected"	"Архангельская область"	247
"2020-10-21 10:30:00"	"detected"	"Астраханская область"	87
"2020-10-21 10:30:00"	"detected"	"Белгородская область"	99
"2020-10-21 10:30:00"	"detected"	"Брянская область"	126
"2020-10-21 10:30:00"	"detected"	"Владимирская область"	86
"2020-10-21 10:30:00"	"detected"	"Волгоградская область"	188
"2020-10-21 10:30:00"	"detected"	"Вологодская область"	90
"2020-10-21 10:30:00"	"detected"	"Воронежская область"	243
"2020-10-21 10:30:00"	"detected"	"Еврейская автономная область"	30
"2020-10-21 10:30:00"	"detected"	"Забайкальский край"	223
"2020-10-21 10:30:00"	"detected"	"Ивановская область"	104
"2020-10-21 10:30:00"	"detected"	"Иркутская область"	180
"2020-10-21 10:30:00"	"detected"	"Кабардино-Балкарская Республика"	100
"2020-10-21 10:30:00"	"detected"	"Калининградская область"	79
"2020-10-21 10:30:00"	"detected"	"Калужская область"	107
"2020-10-21 10:30:00"	"detected"	"Камчатский край"	51
"2020-10-21 10:30:00"	"detected"	"Карачаево-Черкесская Республика"	82
"2020-10-21 10:30:00"	"detected"	"Кемеровская область"	182
"2020-10-21 10:30:00"	"detected"	"Кировская область"	127
"2020-10-21 10:30:00"	"detected"	"Костромская область"	99
"2020-10-21 10:30:00"	"detected"	"Краснодарский край"	121
"2020-10-21 10:30:00"	"detected"	"Красноярский край"	237
"2020-10-21 10:30:00"	"detected"	"Курганская область"	76
"2020-10-21 10:30:00"	"detected"	"Курская область"	97
"2020-10-21 10:30:00"	"detected"	"Ленинградская область"	106
"2020-10-21 10:30:00"	"detected"	"Липецкая область"	76
"2020-10-21 10:30:00"	"detected"	"Магаданская область"	48
"2020-10-21 10:30:00"	"detected"	"Москва"	4389
"2020-10-21 10:30:00"	"detected"	"Московская область"	466
"2020-10-21 10:30:00"	"detected"	"Мурманская область"	172
"2020-10-21 10:30:00"	"detected"	"Ненецкий автономный округ"	3
"2020-10-21 10:30:00"	"detected"	"Нижегородская область"	332
"2020-10-21 10:30:00"	"detected"	"Новгородская область"	74
"2020-10-21 10:30:00"	"detected"	"Новосибирская область"	186
"2020-10-21 10:30:00"	"detected"	"Омская область"	173
"2020-10-21 10:30:00"	"detected"	"Оренбургская область"	168
"2020-10-21 10:30:00"	"detected"	"Орловская область"	120
"2020-10-21 10:30:00"	"detected"	"Пензенская область"	166
"2020-10-21 10:30:00"	"detected"	"Пермский край"	132
"2020-10-21 10:30:00"	"detected"	"Приморский край"	125
"2020-10-21 10:30:00"	"detected"	"Псковская область"	85
"2020-10-21 10:30:00"	"detected"	"Республика Адыгея"	67
"2020-10-21 10:30:00"	"detected"	"Республика Алтай"	160
"2020-10-21 10:30:00"	"detected"	"Республика Башкортостан"	69
"2020-10-21 10:30:00"	"detected"	"Республика Бурятия"	211
"2020-10-21 10:30:00"	"detected"	"Республика Дагестан"	85
"2020-10-21 10:30:00"	"detected"	"Республика Ингушетия"	58
"2020-10-21 10:30:00"	"detected"	"Республика Калмыкия"	92
"2020-10-21 10:30:00"	"detected"	"Республика Карелия"	70
"2020-10-21 10:30:00"	"detected"	"Республика Коми"	210
"2020-10-21 10:30:00"	"detected"	"Республика Крым"	203
"2020-10-21 10:30:00"	"detected"	"Республика Марий Эл"	55
"2020-10-21 10:30:00"	"detected"	"Республика Мордовия"	65
"2020-10-21 10:30:00"	"detected"	"Республика Саха (Якутия)"	177
"2020-10-21 10:30:00"	"detected"	"Республика Северная Осетия — Алания"	49
"2020-10-21 10:30:00"	"detected"	"Республика Татарстан"	44
"2020-10-21 10:30:00"	"detected"	"Республика Тыва"	78
"2020-10-21 10:30:00"	"detected"	"Республика Хакасия"	92
"2020-10-21 10:30:00"	"detected"	"Республика Чувашия"	47
"2020-10-21 10:30:00"	"detected"	"Ростовская область"	305
"2020-10-21 10:30:00"	"detected"	"Рязанская область"	102
"2020-10-21 10:30:00"	"detected"	"Самарская область"	143
"2020-10-21 10:30:00"	"detected"	"Санкт-Петербург"	684
"2020-10-21 10:30:00"	"detected"	"Саратовская область"	165
"2020-10-21 10:30:00"	"detected"	"Сахалинская область"	83
"2020-10-21 10:30:00"	"detected"	"Свердловская область"	255
"2020-10-21 10:30:00"	"detected"	"Севастополь"	53
"2020-10-21 10:30:00"	"detected"	"Смоленская область"	82
"2020-10-21 10:30:00"	"detected"	"Ставропольский край"	171
"2020-10-21 10:30:00"	"detected"	"Тамбовская область"	95
"2020-10-21 10:30:00"	"detected"	"Тверская область"	114
"2020-10-21 10:30:00"	"detected"	"Томская область"	171
"2020-10-21 10:30:00"	"detected"	"Тульская область"	79
"2020-10-21 10:30:00"	"detected"	"Тюменская область"	138
"2020-10-21 10:30:00"	"detected"	"Удмуртская Республика"	116
